Make,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
PORSCHE,TWO-SEATER,2.5,4,M6,Z,11,26,257
PORSCHE,TWO-SEATER,2.5,4,AM7,Z,9.9,29,231
PORSCHE,TWO-SEATER,2.5,4,M6,Z,10.7,26,249
PORSCHE,SUV - SMALL,2,4,AM7,Z,11.3,25,264
PORSCHE,SUV - SMALL,3,6,AM7,Z,11.7,24,272
PORSCHE,FULL-SIZE,3,6,AM8,Z,10.7,26,250
PORSCHE,FULL-SIZE,3,6,AM8,Z,10.9,26,253
PORSCHE,FULL-SIZE,3,6,AM8,Z,10.9,26,253
PORSCHE,FULL-SIZE,3,6,AM8,Z,10.7,26,250
PORSCHE,FULL-SIZE,2.9,6,AM8,Z,11.2,25,261
PORSCHE,FULL-SIZE,2.9,6,AM8,Z,11.2,25,261
PORSCHE,FULL-SIZE,2.9,6,AM8,Z,11.6,24,273
PORSCHE,FULL-SIZE,4,8,AM8,Z,12.6,22,295
PORSCHE,FULL-SIZE,4,8,AM8,Z,13.4,21,313
PORSCHE,FULL-SIZE,4,8,AM8,Z,11.2,25,261
PORSCHE,FULL-SIZE,4,8,AM8,Z,11.2,25,261
PORSCHE,FULL-SIZE,4,8,AM8,Z,11.9,24,279
RAM,PICKUP TRUCK - STANDARD,3.6,6,A8,X,10.8,26,253
RAM,PICKUP TRUCK - STANDARD,3.6,6,A8,X,10.4,27,246
RAM,PICKUP TRUCK - STANDARD,5.7,8,A8,X,13.6,21,320
RAM,PICKUP TRUCK - STANDARD,5.7,8,A8,X,12.4,23,290
RAM,PICKUP TRUCK - STANDARD,3.6,6,A8,X,11.1,25,260
RAM,PICKUP TRUCK - STANDARD,5.7,8,A8,X,13.8,20,325
RAM,PICKUP TRUCK - STANDARD,5.7,8,A8,X,12.9,22,302
RAM,PICKUP TRUCK - STANDARD,3,6,A8,D,10.4,27,278
RAM,PICKUP TRUCK - STANDARD,3.6,6,A8,X,11.9,24,280
RAM,PICKUP TRUCK - STANDARD,3.6,6,A8,E,17,17,283
RAM,PICKUP TRUCK - STANDARD,5.7,8,A6,X,14.8,19,346
RAM,PICKUP TRUCK - STANDARD,5.7,8,A8,X,13.6,21,319
RAM,PICKUP TRUCK - STANDARD,3,6,A8,D,10.8,26,289
RAM,PICKUP TRUCK - STANDARD,3.6,6,A8,X,12.6,22,294
RAM,PICKUP TRUCK - STANDARD,3.6,6,A8,E,18,16,300
RAM,PICKUP TRUCK - STANDARD,5.7,8,A6,X,16.3,17,382
RAM,PICKUP TRUCK - STANDARD,5.7,8,A8,X,14,20,328
RAM,SPECIAL PURPOSE VEHICLE,2.4,4,A9,X,9.9,29,232
ROLLS-ROYCE,STATION WAGON - MID-SIZE,6.7,12,AS8,Z,16.3,17,382
ROLLS-ROYCE,COMPACT,6.6,12,AS8,Z,17,17,397
ROLLS-ROYCE,FULL-SIZE,6.6,12,AS8,Z,17,17,397
ROLLS-ROYCE,FULL-SIZE,6.6,12,AS8,Z,17,17,397
ROLLS-ROYCE,FULL-SIZE,6.7,12,AS8,Z,16.3,17,382
ROLLS-ROYCE,FULL-SIZE,6.7,12,AS8,Z,16.3,17,382
ROLLS-ROYCE,MID-SIZE,6.6,12,AS8,Z,16.6,17,388
SUBARU,SUV - STANDARD,2.4,4,AV8,X,10.4,27,244
SUBARU,MINICOMPACT,2,4,AS6,Z,8.6,33,200
SUBARU,MINICOMPACT,2,4,M6,Z,9.9,29,231
SUBARU,SUV - SMALL,2,4,AV7,X,8.1,35,188
SUBARU,SUV - SMALL,2,4,M6,X,9.4,30,220
SUBARU,SUV - SMALL,2.5,4,AV7,X,8.2,34,192
SUBARU,MID-SIZE,2,4,AV7,X,7.5,38,174
SUBARU,MID-SIZE,2,4,M5,X,8.9,32,209
SUBARU,STATION WAGON - SMALL,2,4,AV7,X,7.6,37,177
SUBARU,STATION WAGON - SMALL,2,4,M5,X,9,31,211
SUBARU,MID-SIZE,2.5,4,AV7,X,8.2,34,193
SUBARU,MID-SIZE,3.6,6,AV6,X,10.3,27,241
SUBARU,SUV - SMALL,2.5,4,AV7,X,8.5,33,198
SUBARU,SUV - SMALL,3.6,6,AV6,X,10.5,27,247
SUBARU,COMPACT,2,4,AV8,Z,11.2,25,256
SUBARU,COMPACT,2,4,M6,Z,10,28,235
SUBARU,COMPACT,2.5,4,M6,Z,12.7,22,296
TOYOTA,SUV - STANDARD,4,6,AS5,X,13.2,21,308
TOYOTA,SUV - STANDARD,4,6,AS5,X,13.2,21,308
TOYOTA,MINICOMPACT,2,4,AS6,Z,8.7,32,204
TOYOTA,MINICOMPACT,2,4,M6,Z,9.9,29,232
TOYOTA,MID-SIZE,3.5,6,AS8,X,9.4,30,220
TOYOTA,MID-SIZE,2.5,4,AS8,X,6.9,41,164
TOYOTA,MID-SIZE,2.5,4,AS8,X,7.4,38,173
TOYOTA,MID-SIZE,2.5,4,AS8,X,7.5,38,175
TOYOTA,MID-SIZE,3.5,6,AS8,X,9,31,210
TOYOTA,MID-SIZE,3.5,6,AS8,X,9.2,31,215
TOYOTA,MID-SIZE,2.5,4,AV6,X,4.9,58,113
TOYOTA,MID-SIZE,2.5,4,AV6,X,5.1,55,121
TOYOTA,COMPACT,2,4,AS7,X,8.2,34,189
TOYOTA,MID-SIZE,1.8,4,AV,X,7.5,38,174
TOYOTA,MID-SIZE,1.8,4,AV7,X,7.6,37,178
TOYOTA,MID-SIZE,1.8,4,M6,X,7.6,37,178
TOYOTA,MID-SIZE,1.8,4,AV,X,6.9,41,163
TOYOTA,COMPACT,2,4,AV10,X,6.7,42,157
TOYOTA,COMPACT,2,4,M6,X,7.5,38,174
TOYOTA,SUV - SMALL,3.5,6,AS8,X,10.3,27,243
TOYOTA,SUV - STANDARD,3.5,6,AS8,X,10.6,27,250
TOYOTA,SUV - STANDARD,3.5,6,AS8,X,10.6,27,248
TOYOTA,SUV - STANDARD,3.5,6,AS8,X,10.4,27,242
TOYOTA,SUV - STANDARD,3.5,6,AV6,X,8.3,34,193
TOYOTA,MID-SIZE,1.8,4,AV,X,4.4,64,105
TOYOTA,MID-SIZE,1.8,4,AV,X,4.7,60,109
TOYOTA,COMPACT,1.5,4,AV,X,5.1,55,120
TOYOTA,SUV - SMALL,2.5,4,AS8,X,7.8,36,183
TOYOTA,SUV - SMALL,2.5,4,AS8,X,8.3,34,190
TOYOTA,SUV - SMALL,2.5,4,AV6,X,6,47,140
TOYOTA,SUV - STANDARD,5.7,8,AS6,X,16.4,17,384
TOYOTA,MINIVAN,3.5,6,AS8,X,10.8,26,254
TOYOTA,MINIVAN,3.5,6,AS8,X,11.7,24,274
TOYOTA,PICKUP TRUCK - SMALL,2.7,4,AS6,X,11.2,25,263
TOYOTA,PICKUP TRUCK - SMALL,2.7,4,AS6,X,11.7,24,274
TOYOTA,PICKUP TRUCK - SMALL,3.5,6,AS6,X,11.9,24,278
TOYOTA,PICKUP TRUCK - SMALL,3.5,6,M6,X,12.7,22,299
TOYOTA,PICKUP TRUCK - SMALL,3.5,6,M6,X,12.9,22,300
TOYOTA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,15.9,18,371
TOYOTA,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,14.9,19,354
TOYOTA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,16.3,17,382
TOYOTA,COMPACT,1.5,4,AS6,X,6.6,43,155
TOYOTA,COMPACT,1.5,4,M6,X,6.8,42,164
TOYOTA,COMPACT,1.5,4,A4,X,7.4,38,173
TOYOTA,COMPACT,1.5,4,M5,X,7.2,39,169
VOLKSWAGEN,FULL-SIZE,2,4,AS8,Z,10.4,27,244
VOLKSWAGEN,SUV - SMALL,2,4,AS8,X,10.5,27,245
VOLKSWAGEN,SUV - STANDARD,3.6,6,AS8,X,12.2,23,286
VOLKSWAGEN,COMPACT,2,4,AS6,X,8.2,34,191
VOLKSWAGEN,SUBCOMPACT,2,4,AS6,X,8.2,34,191
VOLKSWAGEN,COMPACT,2,4,AS6,X,8.1,35,189
VOLKSWAGEN,SUBCOMPACT,2,4,AS6,X,8.1,35,189
VOLKSWAGEN,COMPACT,1.4,4,AS8,X,7.4,38,172
VOLKSWAGEN,COMPACT,1.4,4,M6,X,7.4,38,172
VOLKSWAGEN,COMPACT,2,4,AM7,X,8.6,33,202
VOLKSWAGEN,COMPACT,2,4,M6,X,8.7,32,203
VOLKSWAGEN,COMPACT,2,4,AM7,Z,9.2,31,213
VOLKSWAGEN,COMPACT,2,4,M6,Z,9.9,29,232
VOLKSWAGEN,STATION WAGON - SMALL,1.8,4,AM6,X,9.4,30,220
VOLKSWAGEN,STATION WAGON - SMALL,1.8,4,M6,X,9.6,29,225
VOLKSWAGEN,STATION WAGON - SMALL,1.4,4,AS8,X,7.6,37,178
VOLKSWAGEN,STATION WAGON - SMALL,1.4,4,M6,X,7.4,38,172
VOLKSWAGEN,STATION WAGON - SMALL,1.8,4,AM6,X,9.6,29,224
VOLKSWAGEN,STATION WAGON - SMALL,1.8,4,M6,X,9.3,30,218
VOLKSWAGEN,COMPACT,1.4,4,AS8,X,7,40,162
VOLKSWAGEN,COMPACT,1.4,4,M6,X,7,40,163
VOLKSWAGEN,COMPACT,2,4,AM7,X,8.4,34,196
VOLKSWAGEN,COMPACT,2,4,M6,X,8.5,33,200
VOLKSWAGEN,MID-SIZE,2,4,AS6,X,8.1,35,188
VOLKSWAGEN,SUV - SMALL,2,4,AS8,X,9.5,30,221
VOLKSWAGEN,SUV - SMALL,2,4,AS8,X,9.8,29,228
VOLVO,COMPACT,2,4,AS8,Z,8.4,34,197
VOLVO,COMPACT,2,4,AS8,Z,9.4,30,218
VOLVO,MID-SIZE,2,4,AS8,Z,9.2,31,215
VOLVO,MID-SIZE,2,4,AS8,Z,9.4,30,219
VOLVO,STATION WAGON - SMALL,2,4,AS8,Z,8.4,34,197
VOLVO,STATION WAGON - SMALL,2,4,AS8,Z,9.4,30,219
VOLVO,STATION WAGON - SMALL,2,4,AS8,Z,9.3,30,218
VOLVO,STATION WAGON - MID-SIZE,2,4,AS8,Z,9.4,30,219
VOLVO,STATION WAGON - MID-SIZE,2,4,AS8,Z,10,28,233
VOLVO,SUV - SMALL,2,4,AS8,Z,9,31,211
VOLVO,SUV - SMALL,2,4,AS8,Z,10,28,233
VOLVO,SUV - SMALL,2,4,AS8,Z,10.4,27,242
VOLVO,SUV - STANDARD,2,4,AS8,Z,10,28,233
VOLVO,SUV - STANDARD,2,4,AS8,Z,10.7,26,250
ACURA,COMPACT,2.4,4,AM8,Z,8.6,33,199
ACURA,SUV - SMALL,3.5,6,AS9,Z,10.9,26,254
ACURA,SUV - SMALL,3.5,6,AS9,Z,11,26,258
ACURA,SUV - SMALL,3,6,AM7,Z,9,31,210
ACURA,SUV - SMALL,2,4,AS10,Z,9.9,29,232
ACURA,SUV - SMALL,2,4,AS10,Z,10.3,27,241
ACURA,MID-SIZE,3.5,6,AM7,Z,8.4,34,196
ACURA,COMPACT,2.4,4,AM8,Z,8.9,32,209
ACURA,COMPACT,3.5,6,AS9,Z,9.8,29,228
ACURA,COMPACT,3.5,6,AS9,Z,10.3,27,240
ALFA ROMEO,TWO-SEATER,1.8,4,AM6,Z,8.4,34,197
ALFA ROMEO,MID-SIZE,2,4,A8,Z,8.7,32,205
ALFA ROMEO,MID-SIZE,2,4,A8,Z,9.2,31,217
ALFA ROMEO,MID-SIZE,2.9,6,A8,Z,11.6,24,271
ALFA ROMEO,SUV - SMALL,2,4,A8,Z,9.3,30,218
ALFA ROMEO,SUV - SMALL,2,4,A8,Z,9.6,29,226
ALFA ROMEO,SUV - SMALL,2.9,6,A8,Z,12.3,23,288
ASTON MARTIN,MINICOMPACT,4,8,A8,Z,11.5,25,271
ASTON MARTIN,MINICOMPACT,5.2,12,A8,Z,13.3,21,312
ASTON MARTIN,MINICOMPACT,5.2,12,A8,Z,13.8,20,324
ASTON MARTIN,TWO-SEATER,4,8,A8,Z,11.5,25,270
ASTON MARTIN,TWO-SEATER,4,8,M7,Z,14.2,20,333
AUDI,SUBCOMPACT,2,4,AM7,X,7.8,36,182
AUDI,SUBCOMPACT,2,4,AM7,X,9.5,30,224
AUDI,SUBCOMPACT,2,4,AM7,X,9.5,30,224
AUDI,COMPACT,2,4,AM7,Z,8.8,32,205
AUDI,STATION WAGON - SMALL,2,4,AM7,Z,8.8,32,206
AUDI,SUBCOMPACT,2,4,AM7,Z,8.8,32,205
AUDI,SUBCOMPACT,2,4,AM7,Z,8.8,32,206
AUDI,MID-SIZE,2,4,AM7,Z,8.8,32,205
AUDI,MID-SIZE,2,4,AM7,Z,8.7,32,205
AUDI,MID-SIZE,3,6,AM7,Z,9.7,29,226
AUDI,MID-SIZE,3,6,AM7,Z,10.6,27,247
AUDI,MID-SIZE,3,6,AM7,Z,9.7,29,226
AUDI,FULL-SIZE,3,6,AS8,Z,11.5,25,267
AUDI,FULL-SIZE,4,8,AS8,Z,13.2,21,308
AUDI,SUV - SMALL,2,4,AS8,X,10.6,27,248
AUDI,SUV - SMALL,2,4,AM7,Z,9.7,29,226
AUDI,SUV - STANDARD,3,6,AS8,Z,12.7,22,296
AUDI,SUV - STANDARD,3,6,AS8,Z,12.7,22,296
AUDI,TWO-SEATER,5.2,10,AM7,Z,14.9,19,347
AUDI,TWO-SEATER,5.2,10,AM7,Z,14.9,19,347
AUDI,SUBCOMPACT,2.5,5,AM7,Z,10.4,27,243
AUDI,SUBCOMPACT,2,4,AM7,Z,9.5,30,222
AUDI,COMPACT,3,6,AS8,Z,10.5,27,245
AUDI,SUBCOMPACT,3,6,AS8,Z,10.5,27,245
AUDI,SUBCOMPACT,3,6,AS8,Z,10.8,26,252
AUDI,MID-SIZE,3,6,AS8,Z,10.5,27,245
AUDI,MID-SIZE,2.9,6,AS8,Z,10.9,26,255
AUDI,MID-SIZE,2.9,6,AS8,Z,10.9,26,255
AUDI,FULL-SIZE,4,8,AS8,Z,14.5,19,339
AUDI,SUV - SMALL,3,6,AS8,Z,11.8,24,276
AUDI,SUBCOMPACT,2,4,AM7,X,9.1,31,213
AUDI,TWO-SEATER,2,4,AM7,X,9.1,31,213
AUDI,SUBCOMPACT,2.5,5,AM7,Z,10.3,27,241
AUDI,SUBCOMPACT,2,4,AM7,Z,9.4,30,220
BENTLEY,SUV - STANDARD,4,8,AS8,Z,13.6,21,315
BENTLEY,SUV - STANDARD,6,12,AS8,Z,17.2,16,401
BENTLEY,COMPACT,4,8,AM8,Z,12.4,23,291
BENTLEY,COMPACT,6,12,AM8,Z,15.7,18,364
BENTLEY,SUBCOMPACT,4,8,AM8,Z,12.4,23,291
BENTLEY,SUBCOMPACT,6,12,AM8,Z,16,18,373
BENTLEY,MID-SIZE,6,12,AM8,Z,16,18,373
BMW,SUBCOMPACT,2,4,AS8,Z,8.7,32,204
BMW,SUBCOMPACT,2,4,AS8,Z,9.4,30,219
BMW,SUBCOMPACT,2,4,AS8,Z,8.5,33,200
BMW,SUBCOMPACT,2,4,AS8,Z,9.4,30,219
BMW,COMPACT,2,4,AS8,Z,8.3,34,195
BMW,SUBCOMPACT,2,4,AS8,Z,9.1,31,213
BMW,COMPACT,2,4,AS8,Z,8.7,32,204
BMW,COMPACT,2,4,AS8,Z,9.4,30,219
BMW,COMPACT,2,4,AS8,Z,9.4,30,219
BMW,SUBCOMPACT,3,6,AS8,Z,10.7,26,249
BMW,COMPACT,3,6,AS8,Z,9.9,29,231
BMW,COMPACT,3,6,AS8,Z,10,28,233
BMW,COMPACT,3,6,M6,Z,11,26,257
BMW,COMPACT,3,6,AS8,Z,10,28,233
BMW,MID-SIZE,2,4,AS8,Z,8.8,32,206
BMW,MID-SIZE,3,6,AS8,Z,9.5,30,222
BMW,FULL-SIZE,4.4,8,AS8,Z,12.4,23,290
BMW,FULL-SIZE,4.4,8,AS8,Z,12.4,23,290
BMW,FULL-SIZE,4.4,8,AS8,Z,12.4,23,290
BMW,SUBCOMPACT,3,6,AM7,Z,12.4,23,290
BMW,SUBCOMPACT,3,6,M6,Z,11.7,24,273
BMW,SUBCOMPACT,3,6,AS8,Z,9.9,29,231
BMW,SUBCOMPACT,3,6,M6,Z,10.9,26,255
BMW,SUBCOMPACT,3,6,AS8,Z,10,28,233
BMW,SUBCOMPACT,3,6,AS8,Z,9.9,29,231
BMW,SUBCOMPACT,3,6,AS8,Z,9.9,29,231
BMW,SUBCOMPACT,3,6,M6,Z,10.9,26,255
BMW,SUBCOMPACT,3,6,M6,Z,10.9,26,255
BMW,SUBCOMPACT,3,6,AS8,Z,10,28,233
BMW,SUBCOMPACT,3,6,AS8,Z,10,28,233
BMW,COMPACT,3,6,AS8,Z,10,28,233
BMW,SUBCOMPACT,3,6,AM7,Z,12.7,22,299
BMW,SUBCOMPACT,3,6,AM7,Z,12.7,22,299
BMW,SUBCOMPACT,3,6,M6,Z,11.9,24,280
BMW,SUBCOMPACT,3,6,M6,Z,11.9,24,280
BMW,COMPACT,3,6,AM7,Z,12.4,23,290
BMW,COMPACT,3,6,AM7,Z,12.4,23,290
BMW,COMPACT,3,6,M6,Z,11.7,24,273
BMW,COMPACT,3,6,M6,Z,11.7,24,273
BMW,COMPACT,3,6,AM7,Z,12.4,23,290
BMW,MID-SIZE,4.4,8,AS8,Z,13.8,20,322
BMW,MID-SIZE,4.4,8,AS8,Z,13.8,20,322
BMW,MID-SIZE,4.4,8,AS8,Z,11.7,24,273
BMW,FULL-SIZE,6.6,12,AS8,Z,15.1,19,354
BMW,SUBCOMPACT,4.4,8,AS8,Z,13.8,20,322
BMW,SUBCOMPACT,4.4,8,AS8,Z,13.8,20,322
BMW,SUBCOMPACT,4.4,8,AS8,Z,13.8,20,322
BMW,SUBCOMPACT,4.4,8,AS8,Z,13.8,20,322
BMW,MID-SIZE,4.4,8,AS8,Z,13.8,20,322
BMW,MID-SIZE,4.4,8,AS8,Z,13.8,20,322
BMW,SUBCOMPACT,4.4,8,AS8,Z,12.4,23,290
BMW,SUBCOMPACT,4.4,8,AS8,Z,11.7,24,273
BMW,MID-SIZE,4.4,8,AS8,Z,12.4,23,290
BMW,SUV - SMALL,2,4,AS8,Z,9.1,31,213
BMW,SUV - SMALL,2,4,AS8,Z,8.8,32,207
BMW,SUV - SMALL,2,4,AS8,Z,9,31,210
BMW,SUV - SMALL,2,4,AS8,Z,9.2,31,215
BMW,SUV - SMALL,3,6,AS8,Z,14.6,19,339
BMW,SUV - SMALL,3,6,AS8,Z,14.6,19,339
BMW,SUV - SMALL,3,6,AS8,Z,10.1,28,235
BMW,SUV - SMALL,2,4,AS8,Z,9.2,31,215
BMW,SUV - SMALL,3,6,AS8,Z,14.6,19,339
BMW,SUV - SMALL,3,6,AS8,Z,14.6,19,339
BMW,SUV - SMALL,3,6,AS8,Z,10.1,28,235
BMW,SUV - STANDARD,3,6,AS8,Z,10.5,27,245
BMW,SUV - STANDARD,4.4,8,AS8,Z,12.8,22,302
BMW,SUV - STANDARD,4.4,8,AS8,Z,12.8,22,302
BMW,SUV - STANDARD,3,6,AS8,Z,10.5,27,245
BMW,SUV - STANDARD,4.4,8,AS8,Z,12.8,22,302
BMW,SUV - STANDARD,3,6,AS8,Z,10.8,26,254
BMW,SUV - STANDARD,4.4,8,AS8,Z,13.6,21,318
BMW,SUV - STANDARD,4.4,8,AS8,Z,13.6,21,318
BMW,TWO-SEATER,2,4,AS8,Z,8.5,33,200
BMW,TWO-SEATER,3,6,AS8,Z,9.3,30,216
BUGATTI,TWO-SEATER,8,16,AM7,Z,22.2,13,522
BUICK,SUV - STANDARD,3.6,6,A9,X,11.2,25,263
BUICK,SUV - STANDARD,3.6,6,A9,X,11.8,24,277
BUICK,SUV - SMALL,1.4,4,AS6,X,8.7,32,204
BUICK,SUV - SMALL,1.4,4,AS6,X,9.1,31,214
BUICK,SUV - SMALL,1.2,3,AV,X,8.4,34,198
BUICK,SUV - SMALL,1.3,3,A9,X,8.5,33,199
BUICK,SUV - SMALL,2,4,A9,Z,10.7,26,250
BUICK,SUV - SMALL,2.5,4,A6,X,10,28,234
BUICK,MID-SIZE,2,4,AS9,Z,9,31,211
BUICK,MID-SIZE,2,4,AS8,Z,9.6,29,227
BUICK,MID-SIZE,3.6,6,AS9,X,10.9,26,255
CADILLAC,COMPACT,2,4,AS8,Z,8.7,32,203
CADILLAC,COMPACT,2.7,4,AS10,Z,9.9,29,232
CADILLAC,COMPACT,2,4,AS8,Z,9.1,31,213
CADILLAC,COMPACT,2.7,4,AS10,Z,10.2,28,238
CADILLAC,COMPACT,2.7,4,AS10,Z,10,28,234
CADILLAC,COMPACT,2.7,4,AS10,Z,10.2,28,238
CADILLAC,MID-SIZE,2,4,AS10,Z,9,31,209
CADILLAC,MID-SIZE,3,6,AS10,Z,11,26,256
CADILLAC,MID-SIZE,2,4,AS10,Z,9.5,30,221
CADILLAC,MID-SIZE,3,6,AS10,Z,11.5,25,268
CADILLAC,MID-SIZE,3,6,AS10,Z,11.3,25,263
CADILLAC,MID-SIZE,3,6,AS10,Z,11.8,24,276
CADILLAC,FULL-SIZE,3.6,6,AS10,X,11,26,259
CADILLAC,FULL-SIZE,4.2,8,AS10,Z,13.8,20,324
CADILLAC,SUV - STANDARD,6.2,8,A10,Z,14.2,20,333
CADILLAC,SUV - SMALL,2,4,AS9,Z,8.9,32,209
CADILLAC,SUV - SMALL,2,4,AS9,Z,9.7,29,227
CADILLAC,SUV - SMALL,2,4,AS9,Z,9.8,29,227
CADILLAC,SUV - SMALL,2,4,AS9,Z,10.1,28,235
CADILLAC,SUV - SMALL,3.6,6,AS9,X,11.6,24,270
CADILLAC,SUV - SMALL,3.6,6,AS9,X,11.8,24,277
CHEVROLET,SUV - SMALL,2,4,A9,X,9.8,29,225
CHEVROLET,SUV - SMALL,2.5,4,A9,X,10.2,28,238
CHEVROLET,SUV - SMALL,2,4,A9,X,10.1,28,232
CHEVROLET,SUV - SMALL,3.6,6,A9,X,11.4,25,269
CHEVROLET,SUBCOMPACT,2,4,AS8,Z,9.4,30,219
CHEVROLET,SUBCOMPACT,2,4,M6,Z,10.1,28,235
CHEVROLET,SUBCOMPACT,3.6,6,AS10,X,10.5,27,247
CHEVROLET,SUBCOMPACT,3.6,6,M6,X,11.9,24,280
CHEVROLET,SUBCOMPACT,6.2,8,AS10,Z,12.1,23,282
CHEVROLET,SUBCOMPACT,6.2,8,M6,Z,12.6,22,296
CHEVROLET,SUBCOMPACT,6.2,8,AS10,Z,15.1,19,355
CHEVROLET,SUBCOMPACT,6.2,8,M6,Z,14.8,19,349
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,A6,X,10.8,26,252
CHEVROLET,PICKUP TRUCK - SMALL,2.8,4,A6,D,10.1,28,270
CHEVROLET,PICKUP TRUCK - SMALL,3.6,6,A8,X,11.7,24,273
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,A6,X,11.3,25,265
CHEVROLET,PICKUP TRUCK - SMALL,2.8,4,A6,D,10.6,27,284
CHEVROLET,PICKUP TRUCK - SMALL,3.6,6,A8,X,12.2,23,286
CHEVROLET,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.1,23,326
CHEVROLET,PICKUP TRUCK - SMALL,3.6,6,A8,X,14.1,20,331
CHEVROLET,TWO-SEATER,6.2,8,AS8,Z,12.4,23,290
CHEVROLET,SUV - SMALL,1.5,4,A6,X,8.4,34,196
CHEVROLET,SUV - SMALL,1.5,4,A6,X,8.7,32,204
CHEVROLET,SUV - SMALL,2,4,A9,Z,9.7,29,228
CHEVROLET,FULL-SIZE,3.6,6,AS6,X,10.9,26,255
CHEVROLET,FULL-SIZE,3.6,6,AS6,E,14.7,19,246
CHEVROLET,MID-SIZE,1.5,4,AV,X,7.5,38,189
CHEVROLET,MID-SIZE,2,4,A9,Z,9.1,31,214
CHEVROLET,PICKUP TRUCK - STANDARD,2.7,4,A8,X,11.1,25,262
CHEVROLET,PICKUP TRUCK - STANDARD,2.7,4,A8,X,11.7,24,275
CHEVROLET,PICKUP TRUCK - STANDARD,3,6,A10,D,8.9,32,238
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,A6,X,13.5,21,318
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A6,X,13.9,20,326
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.4,20,339
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.5,14,326
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A8,X,12.2,23,286
CHEVROLET,PICKUP TRUCK - STANDARD,2.7,4,A8,X,11.7,24,275
CHEVROLET,PICKUP TRUCK - STANDARD,2.7,4,A8,X,12,24,280
CHEVROLET,PICKUP TRUCK - STANDARD,3,6,A10,D,9.4,30,252
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.1,20,331
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.8,19,349
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.1,20,331
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15,19,350
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A6,E,20.5,14,342
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.1,19,354
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A8,X,12.9,22,303
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A10,X,12.6,22,296
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A10,X,13.1,22,307
CHEVROLET,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,13.7,21,321
CHEVROLET,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,15.2,19,357
CHEVROLET,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,14.2,20,332
CHEVROLET,SUBCOMPACT,1.4,4,AV,X,7.1,40,167
CHEVROLET,SUBCOMPACT,1.4,4,M5,X,7.2,39,170
CHEVROLET,SUV - STANDARD,5.3,8,A6,X,13.4,21,314
CHEVROLET,SUV - STANDARD,5.3,8,A6,X,13.4,21,314
CHEVROLET,SUV - STANDARD,5.3,8,A6,E,17.9,16,298
CHEVROLET,SUV - STANDARD,5.3,8,A6,X,14.4,20,337
CHEVROLET,SUV - STANDARD,5.3,8,A6,X,14.4,20,337
CHEVROLET,SUV - STANDARD,5.3,8,A6,E,19.1,15,319
CHEVROLET,SUV - STANDARD,6.2,8,A10,Z,14.6,19,343
CHEVROLET,SUV - STANDARD,5.3,8,A6,X,13.4,21,314
CHEVROLET,SUV - STANDARD,5.3,8,A6,X,13.4,21,314
CHEVROLET,SUV - STANDARD,5.3,8,A6,E,17.9,16,298
CHEVROLET,SUV - STANDARD,5.3,8,A6,X,13.8,20,325
CHEVROLET,SUV - STANDARD,5.3,8,A6,X,13.8,20,325
CHEVROLET,SUV - STANDARD,5.3,8,A6,E,18.4,15,305
CHEVROLET,SUV - STANDARD,6.2,8,A10,Z,13.9,20,327
CHEVROLET,SUV - STANDARD,3.6,6,A9,X,11.1,25,261
CHEVROLET,SUV - STANDARD,3.6,6,A9,X,11.8,24,276
CHEVROLET,SUV - SMALL,1.4,4,AS6,X,8.4,34,196
CHEVROLET,SUV - SMALL,1.4,4,AS6,X,9.1,31,214
CHRYSLER,FULL-SIZE,3.6,6,A8,X,10.3,27,242
CHRYSLER,FULL-SIZE,5.7,8,A8,X,12.3,23,289
CHRYSLER,FULL-SIZE,3.6,6,A8,X,11,26,258
CHRYSLER,MINIVAN,3.6,6,A9,X,10.6,27,249
CHRYSLER,MINIVAN,3.6,6,A9,X,10.6,27,249
